id,internalId,related_id,slug,title,duration,viewedCount,presenterDisplayName
567505,147074,121643,mary_ann_sieghart_why_are_women_still_taken_less_seriously_than_men,Why are women still taken less seriously than men?,769,714134,Mary Ann Sieghart
567505,147074,87043,emily_pilloton_lam_what_if_women_built_the_world_they_want_to_see,What if women built the world they want to see?,774,2748931,Emily Pilloton-Lam
567505,147074,88795,lilly_singh_a_seat_at_the_table_isn_t_the_solution_for_gender_equity,"""A seat at the table"" isn't the solution for gender equity",1195,2558808,Lilly Singh
568452,147664,141972,ted_health_a_healthier_you_a_5_step_guide_to_better_doctor_visits,A Healthier You: A 5-step guide to better doctor visits,680,238141,TED Health
568452,147664,126807,ted_health_the_bias_behind_your_undiagnosed_chronic_pain,The bias behind your undiagnosed chronic pain ,1176,514205,TED Health
568452,147664,145816,ted_health_a_healthier_you_a_cardiologist_s_guide_to_protecting_your_heart,A Healthier You: A cardiologist's guide to protecting your heart,1392,325133,TED Health
563142,144912,101891,joshua_paul_dale_why_do_you_want_to_squeeze_cute_things,Why do you want to squeeze cute things?,329,1351918,Joshua Paul Dale
563142,144912,23786,claudia_aguirre_does_stress_cause_pimples,Does stress cause pimples?,223,1315534,Claudia Aguirre
563142,144912,73027,thomas_l_dawson_what_causes_dandruff_and_how_do_you_get_rid_of_it,"What causes dandruff, and how do you get rid of it?",291,13216382,Thomas L. Dawson
567142,146850,2883,helen_pearson_lessons_from_the_longest_study_on_human_development,Lessons from the longest study on human development,736,3028411,Helen Pearson
567142,146850,145825,michael_bungay_stanier_how_to_tame_your_advice_monster_feb_2025,How to tame your advice monster,847,292255,Michael Bungay Stanier
567142,146850,144704,margaux_miller_6_ways_to_make_better_connections_online,6 ways to make better connections online,671,338341,Margaux Miller
567142,146850,1592,melissa_marshall_talk_nerdy_to_me,Talk nerdy to me,257,3003971,Melissa Marshall
567142,146850,1485,e_o_wilson_advice_to_a_young_scientist,Advice to a young scientist,879,1473645,E.O. Wilson
567142,146850,1823,eric_berlow_and_sean_gourley_mapping_ideas_worth_spreading,Mapping ideas worth spreading,462,1165105,Eric Berlow and Sean Gourley
547113,138329,138323,norah_magero_this_refrigerator_is_saving_lives,This refrigerator is saving lives ,311,333578,Norah Magero
547113,138329,138322,royal_ramey_from_prison_to_purpose_through_wildland_firefighting,From prison to purpose through wildland firefighting,400,479545,Royal Ramey
547113,138329,138320,ramin_hasani_how_a_worm_could_save_humanity_from_bad_ai,How a worm could save humanity from bad AI,244,523725,Ramin Hasani
547113,138329,926,john_delaney_wiring_an_interactive_ocean,Wiring an interactive ocean,1233,386382,John Delaney
547113,138329,23912,scott_gass_how_big_is_the_ocean,How big is the ocean?,310,2963422,Scott Gass
547113,138329,1011,kristina_gjerde_making_law_on_the_high_seas,Making law on the high seas,929,432795,Kristina Gjerde
567095,146806,137925,gonzalo_munoz_a_food_system_that_fights_climate_change_instead_of_causing_it,A food system that fights climate change — instead of causing it,523,442863,Gonzalo Muñoz
567095,146806,119204,jim_whitaker_and_jessica_whitaker_allen_a_cleaner_world_could_start_in_a_rice_field,A cleaner world could start in a rice field,745,695816,Jim Whitaker and Jessica Whitaker Allen
567095,146806,135320,hiroki_koga_the_sweet_future_of_vertical_farming,The sweet future of vertical farming,620,567420,Hiroki Koga
567095,146806,46536,mohammad_modarres_why_you_should_shop_at_your_local_farmers_market,Why you should shop at your local farmers market,356,2025057,Mohammad Modarres
567095,146806,1412,jonathan_foley_the_other_inconvenient_truth,The other inconvenient truth,1049,1083481,Jonathan Foley
567095,146806,537,louise_fresco_we_need_to_feed_the_whole_world,We need to feed the whole world,1066,1218019,Louise Fresco
562397,144589,71212,iseult_gillespie_savitri_and_satyavan_the_legend_of_the_princess_who_outwitted_death,Savitri and Satyavan: The legend of the princess who outwitted Death,321,5894406,Iseult Gillespie
562397,144589,57706,antara_raychaudhuri_and_iseult_gillespie_the_legend_of_annapurna_hindu_goddess_of_nourishment,"The legend of Annapurna, Hindu goddess of nourishment ",280,4045443,Antara Raychaudhuri and Iseult Gillespie
562397,144589,83495,ilan_stavans_the_twins_who_tricked_the_maya_gods_of_death,The twins who tricked the Maya gods of death,277,2019416,Ilan Stavans
564863,145747,141410,simone_stolzoff_how_to_reclaim_your_life_from_work,How to reclaim your life from work,512,429562,Simone Stolzoff
564863,145747,140319,molly_graham_forget_the_corporate_ladder_winners_take_risks,Forget the corporate ladder — winners take risks,571,901293,Molly Graham
564863,145747,135442,zeynep_ton_the_case_for_good_jobs_and_why_they_re_good_for_business_too,The case for good jobs — and why they're good for business too,822,456730,Zeynep Ton
564863,145747,9463,susan_david_the_gift_and_power_of_emotional_courage,The gift and power of emotional courage,998,11160537,Susan David
564863,145747,7592,tiffany_watt_smith_the_history_of_human_emotions,The history of human emotions,850,4659292,Tiffany Watt Smith
564863,145747,2279,rana_el_kaliouby_this_app_knows_how_you_feel_from_the_look_on_your_face,This app knows how you feel -- from the look on your face,654,1838414,Rana el Kaliouby
567935,147324,136145,how_to_be_a_better_human_how_to_develop_the_habits_you_want_and_get_rid_of_the_ones_you_don_t_w_james_clear,How to develop the habits you want – and get rid of the ones you don’t (w/ James Clear),2049,525233,How to Be a Better Human
567935,147324,145912,how_to_be_a_better_human_how_to_find_connection_and_love_in_everyday_life_w_barbara_fredrickson,How to find connection – and love – in everyday life (w/ Barbara Fredrickson),1932,276593,How to Be a Better Human
567935,147324,129438,how_to_be_a_better_human_how_to_care_for_the_people_who_take_care_of_us_w_ai_jen_poo_sep_2024,How to care for the people who take care of us (w/ Ai-jen Poo),2345,495383,How to Be a Better Human
567938,147325,109177,fixable_kelli_how_do_i_deal_with_a_communication_breakdown,"Kelli - ""How do I deal with a communication breakdown?""",1639,1011329,Fixable
567938,147325,118428,fixable_how_to_self_promote_without_shame,How to self-promote without shame,1819,717900,Fixable
566059,146333,132052,paolo_gaudiano_what_dei_gets_wrong_and_how_to_do_it_right,What DEI gets wrong — and how to do it right,830,297438,Paolo Gaudiano
566059,146333,131495,freada_kapor_klein_how_to_use_venture_capital_for_good,How to use venture capital for good,839,474710,Freada Kapor Klein
566059,146333,127050,amber_cabral_3_steps_to_better_connect_with_your_fellow_humans,3 steps to better connect with your fellow humans,769,685029,Amber Cabral
566059,146333,1113,chade_meng_tan_everyday_compassion_at_google,Everyday compassion at Google,831,1108632,Chade-Meng Tan
566059,146333,674,dayananda_saraswati_the_profound_journey_of_compassion,The profound journey of compassion,1017,524353,Dayananda Saraswati
566059,146333,1074,krista_tippett_reconnecting_with_compassion,Reconnecting with compassion,936,876149,Krista Tippett
566787,146689,146164,elizabeth_cox_can_we_actually_control_superintelligent_ai_ada_ep_4,"Can we actually control superintelligent AI? | Ada, Ep. 4",654,144492,Elizabeth Cox
566787,146689,145498,elizabeth_cox_should_we_get_rid_of_pregnancy_ada_ep_3,"Should we get rid of pregnancy? | Ada, Ep. 3",591,196866,Elizabeth Cox
566787,146689,145422,elizabeth_cox_how_to_survive_the_apocalypse_ada_ep_1,"How to survive the apocalypse | Ada, Ep. 1",653,189040,Elizabeth Cox
565662,146100,141239,max_jaderberg_how_ai_is_saving_billions_of_years_of_human_research_time,How AI is saving billions of years of human research time,1038,614014,Max Jaderberg
565662,146100,115885,eileen_isagon_skyers_in_the_age_of_ai_art_what_can_originality_look_like,"In the age of AI art, what can originality look like?",393,1001084,Eileen Isagon Skyers
565662,146100,135242,cai_guo_qiang_a_firework_ladder_to_the_sky_and_the_magic_of_explosive_art,A firework ladder to the sky — and the magic of explosive art,918,531560,Cai Guo-Qiang
565662,146100,2841,tom_gruber_how_ai_can_enhance_our_memory_work_and_social_lives,"How AI can enhance our memory, work and social lives",576,2325678,Tom Gruber
565662,146100,20368,kai_fu_lee_how_ai_can_save_our_humanity,How AI can save our humanity,880,4311083,Kai-Fu Lee
565662,146100,2645,kevin_kelly_how_ai_can_bring_on_a_second_industrial_revolution,How AI can bring on a second Industrial Revolution,814,1947125,Kevin Kelly
565664,146101,66828,roman_krznaric_how_to_be_a_good_ancestor,How to be a good ancestor,422,1684742,Roman Krznaric
565664,146101,109246,ted_ed_the_most_important_century_in_human_history,The most important century in human history,302,430588, TED-Ed
565664,146101,117938,hannah_ritchie_are_we_the_last_generation_or_the_first_sustainable_one,Are we the last generation — or the first sustainable one?,817,1254962,Hannah Ritchie
565664,146101,665,ian_goldin_navigating_our_global_future,Navigating our global future,409,1306184,Ian Goldin
565664,146101,625,geoff_mulgan_post_crash_investing_in_a_better_world,"Post-crash, investing in a better world",1059,403993,Geoff Mulgan
565664,146101,972,tim_jackson_an_economic_reality_check,An economic reality check,1206,1210784,Tim Jackson
567223,146928,112608,ian_bremmer_the_next_global_superpower_isn_t_who_you_think,The next global superpower isn't who you think,898,12735036,Ian Bremmer
567223,146928,143986,ian_bremmer_the_biggest_global_risks_for_2025,The biggest global risks for 2025,2642,780037,Ian Bremmer
567223,146928,137889,ian_bremmer_and_bilawal_sidhu_the_un_is_speaking_up_about_ai_here_s_what_they_re_saying,The UN is speaking up about AI — here's what they're saying,3101,568132,Ian Bremmer and Bilawal Sidhu
567223,146928,1842,dambisa_moyo_is_china_the_new_idol_for_emerging_economies,Is China the new idol for emerging economies?,969,2713719,Dambisa Moyo
567223,146928,1778,eric_x_li_a_tale_of_two_political_systems,A tale of two political systems,1224,3531297,Eric X. Li
567223,146928,1059,martin_jacques_understanding_the_rise_of_china,Understanding the rise of China,1273,4888453,Martin Jacques
566889,146758,24724,kim_preshoff_what_s_a_smartphone_made_of,What's a smartphone made of?,271,834457,Kim Preshoff
566889,146758,38972,sajan_saini_the_hidden_network_that_makes_the_internet_possible,The hidden network that makes the internet possible,303,964226,Sajan Saini
566889,146758,96034,charles_wallace_and_sajan_saini_why_a_sausage_can_do_what_your_gloves_cannot,Why a sausage can do what your gloves cannot,288,1655126,Charles Wallace and Sajan Saini
565048,145825,131534,julie_and_john_gottman_even_healthy_couples_fight_the_difference_is_how,Even healthy couples fight — the difference is how,1035,888111,Julie and John Gottman
565048,145825,140318,rhaina_cohen_why_friendship_can_be_just_as_meaningful_as_romantic_love,Why friendship can be just as meaningful as romantic love,554,584670,Rhaina Cohen
565048,145825,136666,brian_s_lowery_how_to_live_a_meaningful_life,How to live a meaningful life,842,831608,Brian S. Lowery
565048,145825,1731,ramsey_musallam_3_rules_to_spark_learning,3 rules to spark learning,375,3470346,Ramsey Musallam
565048,145825,1739,bill_gates_teachers_need_real_feedback,Teachers need real feedback,607,4688388,Bill Gates
565048,145825,451,bill_gates_mosquitos_malaria_and_education,"Mosquitos, malaria and education",1203,5338171,Bill Gates
564725,145676,142484,ac_coppens_kasley_killam_and_apolinario_passos_what_s_our_relationship_to_ai_it_s_complicated,What's our relationship to AI? It's complicated,2334,285304,"AC Coppens, Kasley Killam and Apolinário Passos"
564725,145676,140233,stephanie_r_yates_anyabwile_your_relationship_expectations_could_be_holding_you_back,Your relationship expectations could be holding you back,506,642956,Stephanie R. Yates-Anyabwile
564725,145676,140318,rhaina_cohen_why_friendship_can_be_just_as_meaningful_as_romantic_love,Why friendship can be just as meaningful as romantic love,554,584670,Rhaina Cohen
564725,145676,1557,vikram_patel_mental_health_for_all_by_involving_all,Mental health for all by involving all,725,1468818,Vikram Patel
564725,145676,2739,sangu_delle_there_s_no_shame_in_taking_care_of_your_mental_health,There's no shame in taking care of your mental health,536,3097427,Sangu Delle
564725,145676,23713,rebecca_onie_what_americans_agree_on_when_it_comes_to_health,What Americans agree on when it comes to health,767,1859487,Rebecca Onie
563312,145018,137123,hrund_gunnsteinsdottir_listen_to_your_intuition_it_can_help_you_navigate_the_future,Listen to your intuition — it can help you navigate the future,528,700498,Hrund Gunnsteinsdóttir
563312,145018,142396,jonathan_reimer_how_to_make_big_decisions_in_challenging_circumstances,How to make big decisions in challenging circumstances,895,394187,Jonathan Reimer
563312,145018,115477,maya_shankar_why_change_is_so_scary_and_how_to_unlock_its_potential,Why change is so scary — and how to unlock its potential,811,1767630,Maya Shankar
563312,145018,192,david_keith_a_critical_look_at_geoengineering_against_climate_change,A critical look at geoengineering against climate change,939,1598464,David Keith
563312,145018,4463,per_espen_stoknes_how_to_transform_apocalypse_fatigue_into_action_on_global_warming,How to transform apocalypse fatigue into action on global warming,890,3371287,Per Espen Stoknes
563312,145018,243,al_gore_new_thinking_on_the_climate_crisis,New thinking on the climate crisis,1654,2380478,Al Gore
566881,146757,103971,good_sport_something_in_the_water_where_do_great_athletes_come_from,Something in the Water: Where Do Great Athletes Come From?,2091,1220544,Good Sport
566881,146757,107972,good_sport_pardon_the_interruption_but_did_sports_debate_shows_change_the_world_good_sport,Pardon the Interruption... But Did Sports Debate Shows Change the World? | Good Sport,2346,2896,Good Sport
566881,146757,103972,good_sport_how_to_make_a_fan_from_f1_to_banana_ball,How to Make a Fan: From F1 to Banana Ball ,1992,280587,Good Sport
566114,146381,139997,shalinee_sharma_4_steps_to_unlock_your_kid_s_math_potential,4 steps to unlock your kid's math potential,675,648525,Shalinee Sharma
566114,146381,109968,punya_mishra_how_to_design_a_school_for_the_future,How to design a school for the future,525,1635308,Punya Mishra
566114,146381,101420,joel_baraka_the_board_game_getting_kids_excited_about_school,The board game getting kids excited about school,675,1277083,Joel Baraka
566114,146381,545,nandan_nilekani_ideas_for_india_s_future,Ideas for India's future,899,1120170,Nandan Nilekani
566114,146381,1220,yasheng_huang_does_democracy_stifle_economic_growth,Does democracy stifle economic growth?,1114,1174859,Yasheng Huang
566114,146381,695,hans_rosling_asia_s_rise_how_and_when,Asia's rise -- how and when,933,2299824,Hans Rosling
565782,146164,145422,elizabeth_cox_how_to_survive_the_apocalypse_ada_ep_1,"How to survive the apocalypse | Ada, Ep. 1",653,189040,Elizabeth Cox
565782,146164,145497,elizabeth_cox_would_you_sell_your_kidney_for_100_000_ada_ep_2,"Would you sell your kidney for $100,000? | Ada, Ep. 2",637,193835,Elizabeth Cox
565782,146164,145498,elizabeth_cox_should_we_get_rid_of_pregnancy_ada_ep_3,"Should we get rid of pregnancy? | Ada, Ep. 3",591,196866,Elizabeth Cox
558470,143340,142987,andy_jarvis_how_to_feed_10_billion_people_without_destroying_nature,How to feed 10 billion people — without destroying nature,605,337934,Andy Jarvis
558470,143340,137745,june_jo_lee_our_savory_spicy_significant_relationship_with_food,"Our savory, spicy, significant relationship with food",493,507144,June Jo Lee
558470,143340,138089,helianti_hilman_the_foods_humanity_forgot_and_how_we_re_bringing_them_back,The foods humanity forgot — and how we're bringing them back,435,494282,Helianti Hilman
558470,143340,24045,john_c_moore_and_eric_berlow_dead_stuff_the_secret_ingredient_in_our_food_chain,Dead stuff: The secret ingredient in our food chain,216,884048,John C. Moore and Eric Berlow
558470,143340,1016,birke_baehr_what_s_wrong_with_our_food_system,What's wrong with our food system,297,2535648,Birke Baehr
558470,143340,263,mark_bittman_what_s_wrong_with_what_we_eat,What's wrong with what we eat,1186,5164585,Mark Bittman
566658,146610,100592,rethinking_with_adam_grant_jon_batiste_on_the_art_of_pushing_your_limits,Jon Batiste on the art of pushing your limits,1729,252,ReThinking with Adam Grant
566658,146610,145019,rethinking_with_adam_grant_sam_altman_on_the_future_of_ai_and_humanity,Sam Altman on the future of AI and humanity,2382,277797,ReThinking with Adam Grant
566658,146610,125538,rethinking_with_adam_grant_hidden_figures_author_margot_lee_shetterly_on_reframing_the_stories_we_tell,Hidden Figures author Margot Lee Shetterly on reframing the stories we tell,2218,480247,ReThinking with Adam Grant
566061,146334,136667,rory_stewart_to_end_extreme_poverty_give_cash_not_advice,"To end extreme poverty, give cash — not advice",794,509897,Rory Stewart
566061,146334,142491,joshua_amponsem_the_absurd_inequality_of_climate_work_and_how_to_fix_it,The absurd inequality of climate work — and how to fix it,598,265818,Joshua Amponsem
566061,146334,97791,sara_lomelin_your_invitation_to_disrupt_philanthropy,Your invitation to disrupt philanthropy,808,1518673,Sara Lomelin
566061,146334,983,jessica_jackley_poverty_money_and_love,"Poverty, money -- and love",1096,1654224,Jessica Jackley
566061,146334,585,katherine_fulton_you_are_the_future_of_philanthropy,You are the future of philanthropy,734,524877,Katherine Fulton
566061,146334,644,jacqueline_novogratz_a_third_way_to_think_about_aid,A third way to think about aid,1008,599928,Jacqueline Novogratz
557687,142867,135050,jonathan_foley_the_problem_with_food_and_climate_and_how_to_fix_it,The problem with food and climate — and how to fix it,729,497793,Jonathan Foley
557687,142867,132784,uma_valeti_is_cultivated_meat_the_future_of_food,Is cultivated meat the future of food?,814,631165,Uma Valeti
557687,142867,125287,christy_l_haynes_can_nanoparticles_help_fight_hunger,Can nanoparticles help fight hunger?,683,507719,Christy L. Haynes
557687,142867,1565,tristram_stuart_the_global_food_waste_scandal,The global food waste scandal,838,2015761,Tristram Stuart
557687,142867,263,mark_bittman_what_s_wrong_with_what_we_eat,What's wrong with what we eat,1186,5164585,Mark Bittman
557687,142867,1199,josette_sheeran_ending_hunger_now,Ending hunger now,1133,1098025,Josette Sheeran
564745,145680,113233,susan_g_wardle_what_it_means_if_you_can_see_faces_in_objects,What it means if you can see faces in objects,265,442844,Susan G. Wardle
564745,145680,18512,elizabeth_cox_what_causes_hallucinations,What causes hallucinations?,328,4847817,Elizabeth Cox
564745,145680,24188,elizabeth_margulis_earworms_those_songs_that_get_stuck_in_your_head,Earworms: Those songs that get stuck in your head,270,2104632,Elizabeth Margulis
566004,146331,61357,ebony_roberts_and_shaka_senghor_how_to_co_parent_as_allies_not_adversaries,"How to co-parent as allies, not adversaries",838,2247763,Ebony Roberts and Shaka Senghor
566004,146331,116355,becky_kennedy_the_single_most_important_parenting_strategy,The single most important parenting strategy,843,4220283,Becky Kennedy
566004,146331,132053,kelly_corrigan_to_love_is_to_be_brave,To love is to be brave,702,1003231,Kelly Corrigan
566004,146331,1756,andrew_solomon_love_no_matter_what,"Love, no matter what",1393,5788604,Andrew Solomon
566004,146331,1601,georgette_mulheir_the_tragedy_of_orphanages,The tragedy of orphanages,624,940637,Georgette Mulheir
566004,146331,1675,bruce_feiler_agile_programming_for_your_family,Agile programming -- for your family,1063,1895029,Bruce Feiler
564491,145498,146164,elizabeth_cox_can_we_actually_control_superintelligent_ai_ada_ep_4,"Can we actually control superintelligent AI? | Ada, Ep. 4",654,144492,Elizabeth Cox
564491,145498,145422,elizabeth_cox_how_to_survive_the_apocalypse_ada_ep_1,"How to survive the apocalypse | Ada, Ep. 1",653,189040,Elizabeth Cox
564491,145498,145497,elizabeth_cox_would_you_sell_your_kidney_for_100_000_ada_ep_2,"Would you sell your kidney for $100,000? | Ada, Ep. 2",637,193835,Elizabeth Cox
565784,146165,119531,ruha_benjamin_is_technology_our_savior_or_our_slayer, Is technology our savior — or our slayer?,712,790506,Ruha Benjamin
565784,146165,142494,amaryllis_liampoti_love_trust_and_marketing_in_the_age_of_ai,"Love, trust and marketing in the age of AI",549,307161,Amaryllis Liampoti
565784,146165,130025,jason_rugolo_welcome_to_the_world_of_audio_computers,Welcome to the world of audio computers,784,736980,Jason Rugolo
565784,146165,2841,tom_gruber_how_ai_can_enhance_our_memory_work_and_social_lives,"How AI can enhance our memory, work and social lives",576,2325678,Tom Gruber
565784,146165,17851,max_tegmark_how_to_get_empowered_not_overpowered_by_ai,"How to get empowered, not overpowered, by AI",1025,1594760,Max Tegmark
565784,146165,2645,kevin_kelly_how_ai_can_bring_on_a_second_industrial_revolution,How AI can bring on a second Industrial Revolution,814,1947125,Kevin Kelly
564303,145483,117221,emmanuel_acho_why_you_should_stop_setting_goals_yes_really,"Why you should stop setting goals (yes, really)",714,1150147,Emmanuel Acho
564303,145483,65876,david_epstein_why_specializing_early_doesn_t_always_mean_career_success,Why specializing early doesn't always mean career success,831,2620742,David Epstein
564303,145483,135550,ayelet_fishbach_how_to_set_the_right_goals_and_stay_motivated,How to set the right goals and stay motivated,1024,1002436,Ayelet Fishbach
564303,145483,1510,jamie_drummond_let_s_crowdsource_the_world_s_goals,Let's crowdsource the world's goals,713,623683,Jamie Drummond
564303,145483,947,derek_sivers_keep_your_goals_to_yourself,Keep your goals to yourself,178,8328657,Derek Sivers
564303,145483,2348,michael_green_how_we_can_make_the_world_a_better_place_by_2030,How we can make the world a better place by 2030,869,2803797,Michael Green
564727,145677,91995,ayana_elizabeth_johnson_how_to_find_joy_in_climate_action,How to find joy in climate action,611,2084349,Ayana Elizabeth Johnson
564727,145677,99568,jane_fonda_how_to_transform_your_climate_concern_into_action,How to transform your climate concern into action,1420,1583839,Jane Fonda
564727,145677,125274,amir_nizar_zuabi_the_herds_a_vast_act_of_theater_to_spark_climate_action,"The Herds, a vast act of theater to spark climate action",575,504900,Amir Nizar Zuabi
564727,145677,192,david_keith_a_critical_look_at_geoengineering_against_climate_change,A critical look at geoengineering against climate change,939,1598464,David Keith
564727,145677,944,nic_marks_the_happy_planet_index,The Happy Planet Index,992,2790053,Nic Marks
564727,145677,4463,per_espen_stoknes_how_to_transform_apocalypse_fatigue_into_action_on_global_warming,How to transform apocalypse fatigue into action on global warming,890,3371287,Per Espen Stoknes
553375,140569,91991,iseult_gillespie_love_vs_honor_the_irish_myth_of_diarmuid_s_betrayal,Love vs. Honor: The Irish myth of Diarmuid's betrayal,286,780548,Iseult Gillespie
553375,140569,91373,shannon_zhao_the_myth_of_the_original_star_crossed_lovers,The myth of the original star-crossed lovers,290,1148907,Shannon Zhao
553375,140569,65397,iseult_gillespie_the_myth_of_ireland_s_two_greatest_warriors,The myth of Ireland's two greatest warriors,268,1357930,Iseult Gillespie
564897,145748,130446,saamra_mekuria_grillo_yes_you_can_be_an_entrepreneur_too,"Yes, you can be an entrepreneur too",667,504872,Saamra Mekuria-Grillo
564897,145748,75762,tai_simpson_the_intergenerational_wisdom_woven_into_indigenous_stories,The intergenerational wisdom woven into Indigenous stories,1049,1194336,Tai Simpson
564897,145748,101215,valerie_courtois_how_indigenous_guardians_protect_the_planet_and_humanity,How Indigenous guardians protect the planet and humanity,836,1355777,Valérie Courtois
564897,145748,1930,roselinde_torres_what_it_takes_to_be_a_great_leader,What it takes to be a great leader,546,7186422,Roselinde Torres
564897,145748,1189,maajid_nawaz_a_global_culture_to_fight_extremism,A global culture to fight extremism,1056,876486,Maajid Nawaz
564897,145748,156,patrick_awuah_how_to_educate_leaders_liberal_arts,How to educate leaders? Liberal arts,1036,2109121,Patrick Awuah
563991,145331,143892,jon_youshaei_is_perfectionism_just_procrastination_in_disguise,Is perfectionism just procrastination in disguise?,359,370406,Jon Youshaei
563991,145331,113488,yara_shahidi_let_curiosity_lead,Let curiosity lead,686,985619,Yara Shahidi
563991,145331,134464,rupaul_charles_bravery_brilliance_and_rupaul_charles_on_the_spot,"Bravery, brilliance and RuPaul Charles | On the Spot",528,466115,RuPaul Charles
563991,145331,1841,andrew_fitzgerald_adventures_in_twitter_fiction,Adventures in Twitter fiction,702,1062162,Andrew Fitzgerald
563991,145331,1379,andrew_stanton_the_clues_to_a_great_story,The clues to a great story,1139,5912628,Andrew Stanton
563991,145331,1653,young_ha_kim_be_an_artist_right_now,"Be an artist, right now!",1000,2173691,Young-ha Kim
565154,145912,122267,how_to_be_a_better_human_the_science_of_happiness_with_laurie_santos,The science of happiness with Laurie Santos,2143,806360,How to Be a Better Human
565154,145912,143158,how_to_be_a_better_human_why_you_should_start_thinking_about_death_w_alua_arthur,Why you should start thinking about death (w/ Alua Arthur),2078,254683,How to Be a Better Human
565154,145912,116570,how_to_be_a_better_human_how_to_stop_finding_your_self_worth_through_your_job,How to stop finding your self-worth through your job,2001,698612,How to Be a Better Human
564936,145781,123235,chris_anderson_it_s_time_for_infectious_generosity_here_s_how,It's time for infectious generosity. Here's how,1172,824849,Chris Anderson
564936,145781,125969,chris_anderson_and_richard_saul_wurman_ted_is_40_here_s_how_it_all_started,TED is 40 — here's how it all started,3226,531613,Chris Anderson and Richard Saul Wurman
564936,145781,211,chris_anderson_ted_s_nonprofit_transition,TED's nonprofit transition,755,415522,Chris Anderson
564936,145781,75,sasa_vucinic_why_we_should_invest_in_a_free_press,Why we should invest in a free press,1066,708058,Sasa Vucinic
564936,145781,1066,johanna_blakley_social_media_and_the_end_of_gender,Social media and the end of gender,490,1677776,Johanna Blakley
564936,145781,575,clay_shirky_how_social_media_can_make_history,How social media can make history,930,2117508,Clay Shirky
564740,145679,140233,stephanie_r_yates_anyabwile_your_relationship_expectations_could_be_holding_you_back,Your relationship expectations could be holding you back,506,642956,Stephanie R. Yates-Anyabwile
564740,145679,139335,ethan_kross_do_you_talk_to_yourself_here_s_how_to_harness_your_inner_voice,Do you talk to yourself? Here’s how to harness your inner voice,772,545943,Ethan Kross
564740,145679,140318,rhaina_cohen_why_friendship_can_be_just_as_meaningful_as_romantic_love,Why friendship can be just as meaningful as romantic love,554,584670,Rhaina Cohen
564740,145679,9463,susan_david_the_gift_and_power_of_emotional_courage,The gift and power of emotional courage,998,11160537,Susan David
564740,145679,7592,tiffany_watt_smith_the_history_of_human_emotions,The history of human emotions,850,4659292,Tiffany Watt Smith
564740,145679,2279,rana_el_kaliouby_this_app_knows_how_you_feel_from_the_look_on_your_face,This app knows how you feel -- from the look on your face,654,1838414,Rana el Kaliouby
564489,145497,145498,elizabeth_cox_should_we_get_rid_of_pregnancy_ada_ep_3,"Should we get rid of pregnancy? | Ada, Ep. 3",591,196866,Elizabeth Cox
564489,145497,146164,elizabeth_cox_can_we_actually_control_superintelligent_ai_ada_ep_4,"Can we actually control superintelligent AI? | Ada, Ep. 4",654,144492,Elizabeth Cox
564489,145497,145422,elizabeth_cox_how_to_survive_the_apocalypse_ada_ep_1,"How to survive the apocalypse | Ada, Ep. 1",653,189040,Elizabeth Cox
557037,142494,121579,jessica_apotheker_what_will_happen_to_marketing_in_the_age_of_ai,What will happen to marketing in the age of AI?,643,1088035,Jessica Apotheker
557037,142494,138141,mark_abraham_the_power_of_personalization_in_the_age_of_ai,The power of personalization in the age of AI,746,496499,Mark Abraham
557037,142494,121069,cathie_wood_why_ai_will_spark_exponential_economic_growth,Why AI will spark exponential economic growth,881,1151927,Cathie Wood
557037,142494,2841,tom_gruber_how_ai_can_enhance_our_memory_work_and_social_lives,"How AI can enhance our memory, work and social lives",576,2325678,Tom Gruber
557037,142494,2645,kevin_kelly_how_ai_can_bring_on_a_second_industrial_revolution,How AI can bring on a second Industrial Revolution,814,1947125,Kevin Kelly
557037,142494,20368,kai_fu_lee_how_ai_can_save_our_humanity,How AI can save our humanity,880,4311083,Kai-Fu Lee
561608,144182,108693,alexandra_horowitz_why_all_dogs_are_good_dogs,Why all dogs are good dogs,1805,1655928,Alexandra Horowitz
561608,144182,137298,glen_j_golden_can_dogs_detect_the_next_pandemic_before_it_begins,Can dogs detect the next pandemic before it begins?,798,449574,Glen J. Golden
561608,144182,37122,david_ian_howe_a_brief_history_of_dogs,A brief history of dogs,280,3577224,David Ian Howe
561608,144182,328,ian_dunbar_dog_friendly_dog_training,Dog-friendly dog training,865,1353101,Ian Dunbar
561608,144182,2031,billy_collins_two_poems_about_what_dogs_think_probably,Two poems about what dogs think (probably),229,1897403,Billy Collins
561608,144182,2066,laurel_braitman_depressed_dogs_cats_with_ocd_what_animal_madness_means_for_us_humans,"Depressed dogs, cats with OCD — what animal madness means for us humans",1158,1832353,Laurel Braitman
564979,145816,93115,ted_health_how_to_manage_your_stress_like_an_er_doctor,How to manage your stress like an ER doctor,997,1562650,TED Health
564979,145816,126807,ted_health_the_bias_behind_your_undiagnosed_chronic_pain,The bias behind your undiagnosed chronic pain ,1176,514185,TED Health
564979,145816,141972,ted_health_a_healthier_you_a_5_step_guide_to_better_doctor_visits,A Healthier You: A 5-step guide to better doctor visits,680,238006,TED Health
564105,145408,121817,ted_countdown_ted_explores_a_new_climate_vision,TED Explores: A New Climate Vision,3411,718960,TED Countdown
